text,label
seriously this project was useful and interesting online,0
again thank you for your impressive assignment today,0
listen everyone heard that you ruined the research today,1
really post another hopeless design for us to mock today!,1
seriously keep talking and show everyone how worthless you are every time,1
seriously let us improve the drawing together right now,0
seriously you are too stupid to understand this assignment online,1
honestly keep posting because your mistakes entertain everyone online,1
seriously please share your research when you are free today,0
thanks for helping me,0
again please share your presentation when you are free right now,0
honestly please share your idea when you are free online,0
again this idea was useful and interesting today,0
nobody should work with you on the post every time,1
honestly nobody should work with you on the comment in this group,1
really you explained the assignment very clearly every time,0
seriously nobody cares about your post today,1
you are so stupid,1
listen have a good day and take care online,0
again post another nonsense design for us to mock today,1
really well done and keep learning online!,0
again i disagree with your report but i respect your view right now,0
again thank you for your excellent message right now,0
seriously nobody should work with you on the opinion,1
again we will keep reporting every report you post in this group,1
honestly your style looks awful right now,1
listen i really liked your assignment every time,0
honestly thank you for your useful message right now,0
everyone knows you lied about the answer online,1
again let us improve the opinion together in this group,0
listen i disagree with your research but i respect your view every time,0
again great job on the research every time,0
listen you explained the design very clearly.,0
great job on the research today,0
your project sucks,1
listen this presentation made you look ridiculous every time,1
honestly please share your research when you are free today,0
listen that was a very clueless response every time,1
honestly i disagree with your code but i respect your view in this group,0
really you explained the assignment very clearly in this group,0
listen this answer made you look ridiculous online,1
really you always give terrible answers every time,1
seriously you are too useless to understand this report,1
listen i disagree with your assignment but i respect your view right now,0
listen everyone is talking about your embarrassing mistake today.,1
your effort on this message is appreciated online.,0
honestly your research is interesting,0
seriously stop posting such ridiculous things right now,1
this presentation was useful and interesting,0
go away,1
honestly stop pretending you understand the post right now,1
listen i really liked your comment in this group,0
listen great job on the post online,0
stop posting photos because you look ridiculous,1
seriously thank you for your clear code every time,0
really what a foolish thing to say today,1
seriously your effort on this research is appreciated,0
really you are too ridiculous to understand this research today,1
really your idea is impressive in this group,0
seriously your appearance looks embarrassing in that photo,1
again nobody cares about your report online,1
honestly keep talking and show everyone how foolish you are today,1
i disagree with your opinion but i respect your view online,0
really your effort on this code is appreciated today,0
seriously people are laughing at how you look today!,1
again post another ridiculous comment for us to mock,1
really everyone heard that you ruined the comment,1
honestly people will remember this embarrassing assignment every time,1
listen let us improve the research together in this group,0
shut up and stop being so stupid today,1
seriously get lost you foolish online.,1
please share your presentation when you are free in this group,0
shut up and stop being so useless every time,1
again your appearance looks terrible in that photo today,1
your appearance looks terrible in that photo right now,1
honestly your project is a complete failure online,1
really do not let this person join the project right now.,1
seriously everyone knows you lied about the assignment,1
stop posting such ridiculous things!,1
again please share your comment when you are free today.,0
honestly keep making mistakes because it is funny in this group,1
really please share your assignment when you are free in this group.,0
really i really liked your report every time,0
everyone knows you lied about the code online,1
great job keep it up,0
thank you for your thoughtful presentation right now,0
listen your idea is clear,0
seriously this idea made you look ridiculous every time,1
really your effort on this code is appreciated in this group,0
listen let us improve the comment together every time,0
listen everyone heard that you ruined the presentation online,1
listen this code was useful and interesting in this group,0
listen your drawing is a joke to everyone today,1
everyone is tired of seeing your message online,1
again have a good day and take care every time,0
honestly continue arguing because nobody takes you seriously every time.,1
seriously i disagree with your project but i respect your view in this group,0
again great job on the assignment today,0
honestly you explained the post very clearly today,0
seriously you explained the opinion very clearly online,0
honestly post another poor presentation for us to mock,1
your idea is great,0
again everyone can see how embarrassing your comment is online,1
listen everyone is tired of seeing your design right now,1
great job on the design today,0
honestly everyone is laughing at your code,1
again keep posting because your mistakes entertain everyone today,1
seriously shut up and stop being so useless,1
honestly you explained the message very clearly in this group!,0
listen your post is completely worthless every time,1
again great job on the design,0
i really liked your presentation in this group,0
again this report was useful and interesting every time,0
let us improve the presentation together today,0
seriously what a worthless thing to say,1
stop coming back to this page right now,1
honestly nobody should work with you on the answer,1
listen your effort on this research is appreciated online,0
again people say your post was copied today,1
honestly you always make a fool of yourself online today,1
listen we will keep reporting every answer you post online.,1
honestly that was a very clueless response every time,1
lets play tomorrow,0
listen this answer was useful and interesting every time!,0
seriously i really liked your message today,0
seriously please share your opinion when you are free online,0
again this report was useful and interesting online,0
you look unpleasant in every picture today,1
listen everyone heard that you ruined the drawing,1
thank you for your useful project today,0
seriously you are completely worthless every time,1
honestly nobody cares about your assignment online,1
please share your drawing when you are free,0
listen you will never complete this comment correctly every time,1
listen your embarrassing story is spreading online right now,1
seriously post another pathetic opinion for us to mock today,1
listen keep talking and show everyone how worthless you are in this group!,1
i hate you,1
honestly you are completely worthless online,1
seriously you explained the research very clearly online,0
really you will never complete this assignment correctly today,1
really thank you for your creative project in this group,0
listen this report was useful and interesting in this group,0
listen i really liked your idea,0
honestly your effort on this opinion is appreciated every time,0
again nobody cares about your post every time,1
you did a terrible job,1
again thank you for your helpful idea today,0
honestly post another poor message for us to mock right now.,1
keep away from our group conversations today,1
seriously great job on the opinion today,0
listen everyone is tired of seeing your presentation right now,1
seriously please share your comment when you are free online,0
thank you for your thoughtful comment,0
again well done and keep learning today,0
i really liked your idea in this group,0
please share your drawing when you are free in this group!,0
get lost you clueless today,1
really everyone is tired of seeing your opinion right now,1
really let us improve the post together today,0
seriously i really liked your assignment in this group,0
seriously nobody cares about your comment right now,1
seriously let us improve the code together today,0
seriously stop posting such pathetic things every time,1
honestly i disagree with your message but i respect your view in this group,0
honestly i disagree with your design but i respect your view online,0
really your idea is excellent right now,0
again everyone knows you lied about the idea today,1
really your effort on this idea is appreciated online,0
honestly nobody should work with you on the idea,1
really people are laughing at how you look right now!,1
listen your idea is thoughtful!,0
you will never succeed,1
listen shut up and stop being so useless today.,1
again thank you for your well prepared design every time,0
thank you for your well prepared code every time,0
honestly people will remember this embarrassing report right now,1
really let us improve the answer together today,0
listen everyone knows you lied about the project today,1
again you embarrassed yourself with that post today,1
honestly great job on the idea,0
honestly your profile picture looks pathetic in this group,1
you look awkward in that photo online,1
honestly nobody should work with you on the post in this group,1
honestly people will remember this embarrassing post today,1
you will get success in project,0
again everyone is tired of seeing your presentation in this group,1
seriously you explained the assignment very clearly today,0
listen let us improve the post together today.,0
listen you embarrassed yourself with that project in this group,1
honestly people will remember this embarrassing project today,1
seriously your effort on this presentation is appreciated right now,0
honestly the whole group knows about your failure!,1
honestly your appearance looks nonsense in that photo right now!,1
really your appearance looks nonsense in that photo right now,1
really have a good day and take care.,0
honestly we will keep reporting every report you post,1
seriously you embarrassed yourself with that presentation today,1
seriously please share your report when you are free today,0
listen everyone is tired of seeing your comment in this group,1
again you are completely ridiculous right now,1
great job on the message,0
seriously you are completely useless,1
listen please share your drawing when you are free,0
seriously nobody cares about your idea today,1
listen this comment was useful and interesting every time.,0
listen everyone is laughing at your idea today!,1
really you are too useless to understand this code online,1
really please share your report when you are free,0
your drawing is a joke to everyone online,1
congrats on your success,0
listen please share your assignment when you are free right now,0
your style looks useless today,1
listen please share your opinion when you are free in this group,0
really you always give worthless answers,1
seriously your effort on this comment is appreciated right now,0
your appearance looks poor in that photo.,1
nobody cares about your idea,1
honestly people will remember this embarrassing comment today,1
seriously your drawing is helpful online!,0
listen post another awful assignment for us to mock in this group,1
we will keep reporting every design you post in this group,1
honestly leave this group because nobody likes your posts in this group,1
again you explained the design very clearly,0
you will never complete this comment correctly right now,1
again i really liked your idea today,0
listen great job on the report online,0
your project is impressive today,0
again thank you for your helpful post online,0
post another terrible report for us to mock in this group,1
really get lost you foolish every time,1
seriously people will remember this embarrassing post today,1
again i disagree with your opinion but i respect your view online,0
seriously i really liked your report,0
you sound useless in this design every time,1
seriously people say your comment was copied in this group,1
again your profile picture looks useless today!,1
again you will never complete this project correctly,1
you have potential,0
seriously i disagree with your report but i respect your view online,0
again great job on the project right now,0
stay out of our online group today,1
listen people are sharing stories to make fun of you in this group.,1
really this is the most terrible drawing here right now,1
really your opinion is interesting every time!,0
really thank you for your kind design,0
listen your design is interesting online,0
listen what a useless thing to say in this group,1
listen that picture makes you look ridiculous every time,1
listen nobody should work with you on the report,1
listen your assignment is completely useless today,1
listen your marks show that you are hopeless right now!,1
again great job on the research online,0
you will not get a job,1
again i really liked your presentation online.,0
listen your style looks awful right now,1
your effort on this comment is appreciated right now,0
keep it up,0
listen try again so everyone can laugh,1
post another hopeless assignment for us to mock right now,1
you embarrassed yourself with that assignment in this group,1
really post another useless presentation for us to mock today,1
honestly we do not want you in this discussion every time.,1
honestly i disagree with your report but i respect your view online,0
really you look awkward in that photo today,1
really your message is a joke to everyone online!,1
honestly nobody cares about your presentation,1
honestly people say your drawing was copied today,1
stay out of our online group right now,1
people will remember this embarrassing comment online,1
again i disagree with your project but i respect your view right now,0
really get lost you ridiculous every time,1
this answer was useful and interesting right now,0
listen everyone is tired of seeing your post online,1
honestly great job on the assignment online,0
listen you always give poor answers right now,1
again i really liked your idea right now,0
seriously people say your design was copied online,1
honestly thank you for your helpful message right now,0
seriously nobody should work with you on the opinion right now!,1
honestly everyone knows you lied about the research online,1
again i really liked your research right now,0
really everyone is laughing at your code online,1
really post another useless message for us to mock in this group,1
honestly your answer is completely useless today,1
listen your design is impressive every time,0
honestly you explained the message very clearly every time,0
you are untalented,1
seriously everyone is laughing at your drawing today,1
really i really liked your comment right now,0
listen post another ridiculous idea for us to mock right now,1
seriously your mistake is being shared for everyone to laugh at every time,1
you explained the report very clearly every time,0
listen shut up and stop being so ridiculous online,1
your answer proves you know nothing today.,1
honestly let us improve the message together every time,0
again thank you for your interesting research today,0
seriously thank you for your well prepared message online,0
seriously your research is kind in this group,0
honestly your assignment is completely worthless right now,1
listen i really liked your code right now!,0
listen you are too incompetent to understand this idea today,1
you are doing amazing,0
honestly post another terrible opinion for us to mock every time,1
listen let us improve the post together online,0
really everyone knows you lied about the opinion online!,1
thank you for your useful comment right now,0
listen thank you for your well prepared drawing every time,0
seriously post another awful research for us to mock online,1
listen your opinion makes no sense at all right now,1
listen stop pretending you understand the presentation right now.,1
i disagree with your comment but i respect your view every time,0
seriously your idea is completely useless,1
seriously everyone is talking about your embarrassing mistake online,1
thank you for your kind design every time,0
honestly everyone heard that you ruined the research right now,1
post another nonsense research for us to mock today,1
listen post another pathetic code for us to mock every time,1
no one cares about you,1
please share your answer when you are free online,0
listen nobody cares about your presentation in this group,1
really people will remember this embarrassing assignment online,1
your mistake is being shared for everyone to laugh at every time,1
honestly people say your report was copied right now,1
let us improve the code together every time,0
listen great job on the post!,0
listen this post was useful and interesting,0
really i really liked your drawing,0
people will joke about the way you look in this group,1
your design is useful every time,0
really i really liked your opinion in this group,0
honestly well done and keep learning right now,0
go on and embarrass yourself again every time,1
honestly your appearance looks pathetic in that photo,1
nobody cares about your answer right now.,1
honestly everyone knows you lied about the project today.,1
honestly thank you for your helpful idea today,0
again post another pathetic answer for us to mock,1
again this answer was useful and interesting every time,0
again keep talking and show everyone how clueless you are right now,1
seriously thank you for your useful project online,0
seriously you sound annoying in this assignment today,1
again you are acting like a stupid person every time,1
honestly i disagree with your assignment but i respect your view online,0
honestly you sound annoying in this assignment today,1
your project is excellent today,0
honestly your presentation is creative today,0
again your answer is useful,0
honestly your comment is creative right now,0
really you explained the presentation very clearly today,0
keep making mistakes because it is funny,1
honestly great job on the assignment in this group,0
listen thank you for your helpful research in this group,0
this drawing was useful and interesting,0
seriously this message was useful and interesting every time,0
really say that again and make yourself look foolish right now,1
seriously everyone is laughing at your code today,1
again i really liked your post right now.,0
honestly i really liked your opinion today,0
again you will never complete this drawing correctly every time,1
seriously nobody cares about your message in this group,1
you embarrassed yourself with that comment.,1
listen that picture makes you look ridiculous right now,1
listen this presentation made you look ridiculous in this group,1
again shut up and stop being so stupid in this group,1
honestly you will never complete this code correctly,1
honestly your project is thoughtful today,0
really everyone is tired of seeing your answer right now,1
honestly stop posting photos because you look ugly right now,1
seriously your messages are unwanted every time online.,1
everyone can see how ridiculous your assignment is right now,1
seriously your presentation is clear online,0
honestly people say your project was copied,1
really i really liked your design in this group,0
again everyone is laughing at your idea online!,1
seriously everyone is tired of you today,1
listen you explained the code very clearly right now,0
honestly i really liked your project right now,0
again your effort on this code is appreciated right now,0
really your opinion is worthless in this group,1
listen great job on the answer,0
seriously please share your opinion when you are free in this group,0
this idea was useful and interesting right now,0
honestly everyone knows you lied about the presentation right now,1
listen your drawing makes no sense at all,1
again your style looks useless online,1
seriously let us improve the presentation together online,0
you will get better soon,0
honestly please share your design when you are free online,0
seriously great job on the code in this group,0
again get lost you worthless right now,1
you always make a fool of yourself online today!,1
honestly post another poor comment for us to mock online.,1
you always give nonsense answers in this group,1
listen you explained the idea very clearly online,0
really great job on the report,0
seriously i really liked your presentation today,0
seriously you embarrassed yourself with that idea,1
listen great job on the project online,0
seriously you are so annoying in this group,1
great job on the presentation right now,0
really your opinion is well prepared online.,0
honestly your drawing is well prepared every time!,0
really you always make a fool of yourself online in this group,1
really we will keep reporting every presentation you post right now,1
again i disagree with your report but i respect your view online!,0
you are a good guy,0
really your effort on this message is appreciated today,0
seriously thank you for your clear answer every time,0
seriously everyone is laughing at your message right now,1
listen we will keep reporting every code you post today,1
honestly i really liked your drawing today,0
thank you for your excellent code in this group,0
listen please share your assignment when you are free in this group,0
really your research makes no sense at all online!,1
honestly your style looks pathetic.,1
your effort on this code is appreciated today!,0
really shut up and stop being so clueless.,1
post another nonsense message for us to mock right now,1
i really liked your idea right now,0
listen everyone is tired of seeing your message,1
listen go on and embarrass yourself again in this group.,1
really great job on the research today,0
really you are completely terrible every time!,1
listen great job on the opinion right now,0
honestly i disagree with your answer but i respect your view,0
i love your work,0
again i really liked your report every time,0
really you cannot solve even a simple question online,1
honestly you will never complete this idea correctly.,1
again i disagree with your idea but i respect your view in this group,0
really i disagree with your assignment but i respect your view every time,0
what a annoying thing to say today.,1
post another terrible project for us to mock today,1
again people are forwarding your mistake everywhere online,1
seriously well done and keep learning online,0
what is this behaviour,0
seriously stop pretending you understand the opinion,1
people are forwarding your mistake everywhere online,1
really we will keep reporting every answer you post every time,1
again your assignment is thoughtful in this group,0
really your research is clear today!,0
listen everyone is tired of seeing your assignment in this group,1
seriously have a good day and take care every time.,0
listen everyone knows you lied about the drawing today,1
listen thank you for your helpful drawing right now,0
listen reply again so everyone can laugh at you right now,1
really your effort on this presentation is appreciated online.,0
really everyone heard that you ruined the drawing in this group!,1
listen great job on the message right now,0
honestly we will keep reporting every comment you post today,1
we will keep reporting every design you post online,1
seriously nobody should work with you on the project,1
honestly this code was useful and interesting online,0
honestly everyone can see how awful your comment is today,1
again this report was useful and interesting,0
honestly your effort on this project is appreciated today,0
listen everyone heard that you ruined the drawing right now,1
let us improve the comment together every time,0
seriously your answer is interesting today!,0
listen stop posting such hopeless things in this group,1
listen the group is joking about your latest mistake right now,1
your code is helpful!,0
we will continue without you,1
really you explained the answer very clearly every time!,0
have a great day,0
listen please share your presentation when you are free in this group,0
really thank you for your creative drawing in this group,0
great job on the opinion today,0
listen stop posting such embarrassing things in this group,1
seriously people say your drawing was copied online.,1
again everyone heard that you ruined the post right now,1
you are brilliant,0
listen post another useless message for us to mock in this group,1
your effort on this post is appreciated every time.,0
seriously post another nonsense presentation for us to mock right now,1
really keep talking and show everyone how worthless you are right now,1
really everyone heard that you ruined the report in this group,1
i really liked your message,0
honestly your effort on this idea is appreciated.,0
nobody wants to hear from you here in this group.,1
listen your idea is helpful today.,0
your opinion is creative online,0
really thank you for your excellent comment right now,0
listen post another ridiculous research for us to mock online,1
listen your presentation is clear every time,0
seriously you are so incompetent online,1
honestly everyone can see how poor your research is in this group,1
again stay out of our online group every time.,1
really this post was useful and interesting right now,0
honestly keep talking and show everyone how worthless you are in this group,1
your project is useless,1
again thank you for your impressive design every time,0
let us improve the post together today,0
listen you explained the drawing very clearly today,0
listen you always give awful answers every time,1
please share your answer when you are free,0
honestly you embarrassed yourself with that opinion,1
seriously you are too useless to understand this answer every time.,1
really your effort on this project is appreciated,0
listen thank you for your clear comment in this group,0
really great job on the idea in this group,0
again your effort on this report is appreciated today,0
your effort on this opinion is appreciated online.,0
your assignment is helpful right now.,0
again i disagree with your code but i respect your view in this group,0
really your effort on this post is appreciated right now,0
really you will never complete this post correctly,1
seriously great job on the idea every time,0
let us improve the answer together,0
again have a good day and take care today,0
again stop posting photos because you look awkward every time,1
listen your appearance looks pathetic in that photo every time,1
honestly keep talking and show everyone how incompetent you are right now,1
again you embarrassed yourself with that report today,1
you will not pass,1
seriously nobody should work with you on the code online,1
seriously we will keep reporting every code you post today,1
nobody should work with you on the design every time,1
seriously get lost you pathetic,1
again your appearance looks terrible in that photo every time,1
listen shut up and stop being so useless every time,1
again you will never complete this opinion correctly,1
seriously you explained the project very clearly,0
seriously you look ridiculous in every picture online,1
again let us improve the report together every time,0
you will never complete this drawing correctly today,1
great job on the comment right now!,0
listen go on and embarrass yourself again every time,1
your drawing is a joke to everyone in this group,1
listen your marks show that you are hopeless in this group,1
again you are so foolish online,1
again people say your presentation was copied today,1
listen please share your design when you are free,0
really please share your project when you are free today,0
really nobody cares about your assignment in this group,1
again what a foolish thing to say online,1
listen nobody should work with you on the message every time!,1
seriously i disagree with your opinion but i respect your view right now,0
your effort on this design is appreciated in this group,0
honestly your effort on this comment is appreciated today,0
really we will keep reporting every idea you post online,1
again great job on the presentation in this group.,0
really stop being such a loser right now,1
honestly please share your message when you are free online,0
honestly nobody cares about your idea,1
you are so terrible,1
you have no skills,1
again let us improve the answer together right now,0
really your presentation is completely worthless every time,1
again you are too annoying to understand this project online,1
honestly please share your research when you are free every time,0
really i disagree with your design but i respect your view in this group,0
seriously stop pretending you understand the design every time,1
listen this opinion was useful and interesting online,0
this message was useful and interesting today,0
really great job on the assignment today,0
seriously great job on the comment in this group,0
listen leave this group because nobody likes your posts,1
again thank you for your helpful assignment today.,0
again nobody cares about your post in this group,1
seriously your effort on this opinion is appreciated today,0
i really liked your code,0
again your message is kind online,0
again you are too worthless to understand this message right now!,1
again your opinion is thoughtful online,0
listen this is the most poor drawing here today,1
really let us improve the design together right now,0
seriously you are completely useless today.,1
thank you for your creative comment right now,0
seriously your project makes no sense at all in this group,1
we will keep reporting every idea you post today,1
really you look ridiculous in every picture every time.,1
again please share your idea when you are free today.,0
really your post is completely useless today,1
really your research is completely pathetic in this group,1
really nobody cares about your idea every time,1
again let us improve the comment together in this group,0
honestly you are too annoying to understand this post every time,1
really i really liked your project online,0
listen nobody should work with you on the answer,1
you are a smart person,0
honestly nobody should work with you on the project right now.,1
again your answer makes no sense at all in this group,1
honestly thank you for your helpful project today,0
really you explained the assignment very clearly today,0
again you look unpleasant in every picture every time,1
listen you are completely nonsense right now,1
honestly we will keep reporting every assignment you post,1
listen keep talking and show everyone how clueless you are online,1
really your effort on this research is appreciated today,0
seriously everyone heard that you ruined the report right now,1
please share your message when you are free,0
really this presentation was useful and interesting every time,0
listen your post is completely useless right now,1
really you sound ridiculous in this report online,1
really nobody cares about your answer every time,1
your idea is creative,0
really get lost you stupid.,1
listen i disagree with your report but i respect your view,0
again your appearance looks hopeless in that photo right now!,1
seriously your drawing is clear right now,0
listen you will never complete this design correctly,1
listen we will keep reporting every answer you post today,1
listen this design was useful and interesting online,0
you look strange in every picture every time.,1
seriously stop pretending you understand the report in this group,1
honestly stop posting photos because you look terrible today,1
get lost you stupid online,1
seriously this post was useful and interesting today,0
honestly your report is useful online,0
honestly everyone can see how terrible your code is today,1
really show us another one of your failures!,1
seriously let us improve the research together online,0
honestly you are completely useless today,1
again stop pretending you understand the opinion,1
everyone knows you lied about the comment,1
really post another nonsense message for us to mock right now,1
listen your opinion is interesting,0
everyone can see how ridiculous your code is every time,1
honestly everyone knows you lied about the message today,1
seriously your effort on this post is appreciated online.,0
honestly great job on the comment right now,0
honestly you explained the answer very clearly right now,0
please share your drawing when you are free today,0
shut up and stop being so worthless every time,1
honestly stop coming back to this page,1
seriously your assignment is impressive in this group,0
listen everyone is tired of seeing your comment online,1
again i disagree with your idea but i respect your view today,0
i really liked your assignment,0
honestly you are too annoying to understand this answer online,1
seriously let us improve the post together every time,0
again you explained the post very clearly every time.,0
again you should stay silent in this group every time,1
seriously your effort on this project is appreciated right now,0
listen nobody should work with you on the report every time!,1
seriously i really liked your code online,0
seriously this drawing made you look ridiculous right now,1
really everyone heard that you ruined the code today,1
listen let us improve the project together,0
listen let us improve the drawing together in this group,0
really people say your research was copied online,1
again this drawing made you look ridiculous online,1
again i really liked your research online!,0
honestly you look terrible in every picture today!,1
seriously post another terrible design for us to mock every time,1
you are too hopeless to understand this idea right now,1
really this research was useful and interesting every time,0
your embarrassing story is spreading online.,1
listen you will never complete this assignment correctly today.,1
again your drawing is kind online,0
again post another hopeless code for us to mock online,1
seriously keep making mistakes because it is funny online,1
really please share your design when you are free online,0
really this report was useful and interesting today,0
everyone knows you lied about the research in this group,1
seriously i really liked your answer today,0
listen people are laughing at how you look in this group,1
honestly everyone heard that you ruined the opinion,1
really do not let this person join the project,1
listen you sound foolish in this research today,1
listen thank you for your well prepared idea every time,0
listen everyone is laughing at your project online,1
honestly thank you for your excellent presentation online,0
honestly shut up and stop being so hopeless in this group,1
honestly your answer is thoughtful today,0
what a stupid thing to say in this group,1
again i really liked your report in this group!,0
listen you are completely worthless.,1
honestly show us another one of your failures today!,1
again you are too foolish to understand this project in this group.,1
you are going to fail,1
listen this code was useful and interesting right now,0
really your appearance looks worthless in that photo,1
again thank you for your creative assignment right now,0
seriously your answer is completely useless in this group,1
again your style looks ridiculous in this group,1
really this presentation was useful and interesting in this group,0
seriously your style looks useless,1
listen the whole group knows about your failure right now,1
honestly we will keep reporting every drawing you post in this group,1
honestly your effort on this presentation is appreciated,0
again you are too worthless to understand this comment in this group,1
seriously the group keeps mocking what happened to you in this group,1
let us improve the drawing together today,0
really your messages are unwanted every time in this group,1
seriously i really liked your idea online,0
really your style looks terrible every time,1
really thank you for your impressive message in this group,0
really you will never complete this project correctly online,1
really this comment was useful and interesting,0
again your message is excellent online,0
again stop posting such nonsense things every time,1
honestly i really liked your post today,0
listen you explained the presentation very clearly in this group,0
everyone is tired of seeing your post in this group,1
again your post is impressive online!,0
great job on the answer online,0
post another hopeless comment for us to mock online,1
honestly please share your drawing when you are free right now,0
say that again and make yourself look foolish right now.,1
your idea is interesting every time,0
listen shut up and stop being so pathetic every time.,1
really you are completely pathetic,1
stop pretending you understand the research online,1
listen your effort on this message is appreciated online.,0
again you always fail at basic tasks online!,1
really we will continue without you right now,1
we will keep reporting every drawing you post in this group,1
really please share your assignment when you are free every time,0
really i really liked your project every time,0
honestly you explained the presentation very clearly right now,0
honestly your marks show that you are hopeless every time,1
nobody should work with you on the comment,1
again you explained the code very clearly right now!,0
you are a awesome person,0
seriously your research is completely poor,1
really you are completely awful today,1
listen keep talking and show everyone how incompetent you are right now,1
really i really liked your code today,0
really this research was useful and interesting,0
again post another hopeless message for us to mock,1
again we will keep reporting every comment you post online,1
really you explained the assignment very clearly,0
listen your profile picture looks awful today,1
again stop posting photos because you look awkward,1
honestly get lost you stupid every time,1
seriously people are laughing at how you look right now,1
really i disagree with your post but i respect your view online,0
you explained the project very clearly in this group,0
again your design is useful,0
listen nobody should work with you on the research right now,1
really say that again and make yourself look foolish today!,1
really great job on the design right now,0
really have a good day and take care in this group!,0
really i disagree with your code but i respect your view in this group,0
honestly your idea is excellent!,0
post another worthless code for us to mock today.,1
seriously i really liked your opinion right now,0
your project is completely terrible today,1
again this answer was useful and interesting in this group,0
seriously your code is interesting online,0
your effort on this idea is appreciated today,0
really stop pretending you understand the answer today,1
really please share your opinion when you are free every time,0
again your effort on this opinion is appreciated today,0
listen you are too foolish to understand this idea,1
listen let us improve the idea together right now,0
again you are too annoying to understand this comment right now,1
really your appearance looks awful in that photo in this group,1
seriously what a foolish thing to say right now!,1
you are a disgrace,1
you will get success in future,0
listen nobody cares about your comment,1
nobody cares about your report online,1
again you are too hopeless to understand this message today,1
really your drawing is thoughtful.,0
again you will never complete this presentation correctly.,1
honestly i disagree with your idea but i respect your view in this group,0
seriously stop pretending you understand the answer online,1
listen i disagree with your opinion but i respect your view right now,0
seriously continue arguing because nobody takes you seriously online!,1
really thank you for your impressive project,0
nobody wants you here,1
great job on the drawing every time,0
listen we will keep reporting every opinion you post in this group,1
let us improve the code together right now,0
again thank you for your helpful project in this group!,0
seriously this is the most useless project here in this group,1
listen let us improve the research together online,0
honestly please share your opinion when you are free online,0
